"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
"{'neg': 0.6625, 'neutral': 0.55, 'pos': 0.3375}"
"{'neg': 0.5, 'neutral': 0.8, 'pos': 0.5}"
"{'neg': 0.275, 'neutral': 0.4, 'pos': 0.725}"
"{'neg': 0.4258333333333333, 'neutral': 0.35750000000000004, 'pos': 0.5741666666666667}"
"{'neg': 0.27994791666666674, 'neutral': 0.20833333333333326, 'pos': 0.7200520833333333}"
"{'neg': 0.35, 'neutral': 0.09999999999999998, 'pos': 0.65}"
"{'neg': 0.43822916666666667, 'neutral': 0.28333333333333344, 'pos': 0.5617708333333333}"
"{'neg': 0.4, 'neutral': 0.1499999999999999, 'pos': 0.6}"
"{'neg': 0.644, 'neutral': 0.404, 'pos': 0.356}"
"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
"{'neg': 0.5, 'neutral': 0.7, 'pos': 0.5}"
"{'neg': 0.5625, 'neutral': 0.7, 'pos': 0.4375}"
"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
"{'neg': 0.421875, 'neutral': 0.4, 'pos': 0.578125}"
"{'neg': 0.5695833333333333, 'neutral': 0.24583333333333324, 'pos': 0.43041666666666667}"
"{'neg': 0.5583333333333333, 'neutral': 0.725, 'pos': 0.44166666666666665}"
"{'neg': 0.6354166666666666, 'neutral': 0.5333333333333334, 'pos': 0.36458333333333337}"
"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
"{'neg': 0.5733333333333334, 'neutral': 0.2333333333333334, 'pos': 0.42666666666666664}"
"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
"{'neg': 0.6875, 'neutral': 0.4, 'pos': 0.3125}"
"{'neg': 0.5888888888888888, 'neutral': 0.1333333333333333, 'pos': 0.41111111111111115}"
"{'neg': 0.5, 'neutral': 0.7, 'pos': 0.5}"
"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
"{'neg': 0.5, 'neutral': 0.8, 'pos': 0.5}"
"{'neg': 0.3125, 'neutral': 0.22499999999999998, 'pos': 0.6875}"
"{'neg': 0.34375, 'neutral': 0.32500000000000007, 'pos': 0.65625}"
"{'neg': 0.890625, 'neutral': 0.09999999999999998, 'pos': 0.109375}"
"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
"{'neg': 0.585, 'neutral': 0.36, 'pos': 0.415}"
"{'neg': 0.47916666666666663, 'neutral': 0.25, 'pos': 0.5208333333333334}"
"{'neg': 0.85, 'neutral': 0.19999999999999996, 'pos': 0.15000000000000002}"
"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
"{'neg': 0.6291666666666667, 'neutral': 0.16666666666666663, 'pos': 0.37083333333333335}"
"{'neg': 0.4, 'neutral': 0.7, 'pos': 0.6}"
"{'neg': 0.2333333333333334, 'neutral': 0.1777777777777777, 'pos': 0.7666666666666666}"
"{'neg': 0.5, 'neutral': 0.9, 'pos': 0.5}"
"{'neg': 0.39, 'neutral': 0.62, 'pos': 0.61}"
"{'neg': 0.525, 'neutral': 0.8, 'pos': 0.475}"
"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
"{'neg': 0.5, 'neutral': 0.5083333333333333, 'pos': 0.5}"
"{'neg': 0.3225, 'neutral': 0.41333333333333333, 'pos': 0.6775}"
"{'neg': 0.55, 'neutral': 0.5, 'pos': 0.45}"
"{'neg': 0.5611111111111111, 'neutral': 0.29999999999999993, 'pos': 0.4388888888888889}"
"{'neg': 0.421875, 'neutral': 0.6, 'pos': 0.578125}"
"{'neg': 0.35416666666666663, 'neutral': 0.33333333333333337, 'pos': 0.6458333333333334}"
"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
"{'neg': 0.09999999999999998, 'neutral': 0.0, 'pos': 0.9}"
"{'neg': 0.75, 'neutral': 0.19999999999999996, 'pos': 0.25}"
"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
"{'neg': 0.5666666666666667, 'neutral': 0.55, 'pos': 0.43333333333333335}"
"{'neg': 0.45999999999999996, 'neutral': 0.4, 'pos': 0.54}"
"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
"{'neg': 0.30499999999999994, 'neutral': 0.0, 'pos': 0.6950000000000001}"
"{'neg': 0.35416666666666663, 'neutral': 0.36111111111111105, 'pos': 0.6458333333333334}"
"{'neg': 0.6916666666666667, 'neutral': 0.2333333333333334, 'pos': 0.30833333333333335}"
"{'neg': 0.5916666666666667, 'neutral': 0.5, 'pos': 0.4083333333333333}"
"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
"{'neg': 0.5805555555555555, 'neutral': 0.3833333333333334, 'pos': 0.41944444444444445}"
"{'neg': 0.47916666666666663, 'neutral': 0.8466666666666667, 'pos': 0.5208333333333334}"
"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
"{'neg': 0.8, 'neutral': 0.09999999999999998, 'pos': 0.2}"
"{'neg': 0.36458333333333337, 'neutral': 0.3833333333333333, 'pos': 0.6354166666666666}"
"{'neg': 0.4444444444444444, 'neutral': 0.1777777777777777, 'pos': 0.5555555555555556}"
"{'neg': 0.6, 'neutral': 0.3833333333333333, 'pos': 0.4}"
"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
"{'neg': 0.30499999999999994, 'neutral': 0.4541666666666666, 'pos': 0.6950000000000001}"
"{'neg': 0.365, 'neutral': 0.34999999999999987, 'pos': 0.635}"
"{'neg': 0.515625, 'neutral': 0.44999999999999996, 'pos': 0.484375}"
"{'neg': 0.265625, 'neutral': 0.3999999999999999, 'pos': 0.734375}"
"{'neg': 0.605, 'neutral': 0.53, 'pos': 0.395}"
"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
"{'neg': 0.3833333333333333, 'neutral': 0.21999999999999997, 'pos': 0.6166666666666667}"
"{'neg': 0.67, 'neutral': 0.25, 'pos': 0.32999999999999996}"
"{'neg': 0.48750000000000004, 'neutral': 0.7875, 'pos': 0.5125}"
"{'neg': 0.29166666666666663, 'neutral': 0.3944444444444445, 'pos': 0.7083333333333334}"
"{'neg': 0.5, 'neutral': 0.84, 'pos': 0.5}"
"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
"{'neg': 0.5431547619047619, 'neutral': 0.1952380952380952, 'pos': 0.45684523809523814}"
"{'neg': 0.19999999999999996, 'neutral': 0.09999999999999998, 'pos': 0.8}"
"{'neg': 1.0, 'neutral': 0.0, 'pos': 0.0}"
"{'neg': 0.6, 'neutral': 0.5833333333333333, 'pos': 0.4}"
"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
"{'neg': 0.1875, 'neutral': 0.050000000000000044, 'pos': 0.8125}"
"{'neg': 0.4, 'neutral': 0.5, 'pos': 0.6}"
"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
"{'neg': 0.44999999999999996, 'neutral': 0.6, 'pos': 0.55}"
"{'neg': 0.453125, 'neutral': 0.2250000000000001, 'pos': 0.546875}"
"{'neg': 0.5075000000000001, 'neutral': 0.17500000000000004, 'pos': 0.4925}"
"{'neg': 0.55, 'neutral': 0.9, 'pos': 0.45}"
"{'neg': 0.3916666666666667, 'neutral': 0.11666666666666659, 'pos': 0.6083333333333333}"
"{'neg': 0.5, 'neutral': 0.8, 'pos': 0.5}"
"{'neg': 0.05999999999999994, 'neutral': 0.009999999999999898, 'pos': 0.9400000000000001}"
"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
"{'neg': 0.55, 'neutral': 0.025000000000000022, 'pos': 0.45}"
"{'neg': 0.35, 'neutral': 0.375, 'pos': 0.65}"
"{'neg': 0.6, 'neutral': 0.09999999999999998, 'pos': 0.4}"
"{'neg': 0.6354166666666666, 'neutral': 0.47777777777777775, 'pos': 0.36458333333333337}"
"{'neg': 0.55, 'neutral': 0.0, 'pos': 0.44999999999999996}"
"{'neg': 0.4388888888888889, 'neutral': 0.6499999999999999, 'pos': 0.5611111111111111}"
"{'neg': 0.29833333333333334, 'neutral': 0.31999999999999995, 'pos': 0.7016666666666667}"
"{'neg': 0.4, 'neutral': 0.4750000000000001, 'pos': 0.6}"
"{'neg': 0.5333333333333333, 'neutral': 0.8, 'pos': 0.4666666666666667}"
"{'neg': 0.5958333333333333, 'neutral': 0.2944444444444444, 'pos': 0.4041666666666667}"
"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
"{'neg': 0.4125, 'neutral': 0.4833333333333333, 'pos': 0.5875}"
"{'neg': 0.6583333333333333, 'neutral': 0.33333333333333337, 'pos': 0.3416666666666667}"
"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
"{'neg': 0.5625, 'neutral': 0.09999999999999998, 'pos': 0.4375}"
"{'neg': 0.375, 'neutral': 0.5, 'pos': 0.625}"
"{'neg': 0.4822916666666667, 'neutral': 0.55, 'pos': 0.5177083333333333}"
"{'neg': 0.43333333333333335, 'neutral': 0.44999999999999996, 'pos': 0.5666666666666667}"
"{'neg': 0.5, 'neutral': 0.8, 'pos': 0.5}"
"{'neg': 0.1166666666666667, 'neutral': 0.06666666666666676, 'pos': 0.8833333333333333}"
"{'neg': 0.85, 'neutral': 0.19999999999999996, 'pos': 0.15000000000000002}"
"{'neg': 0.15000000000000002, 'neutral': 0.0, 'pos': 0.85}"
"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
"{'neg': 0.5, 'neutral': 0.95, 'pos': 0.5}"
"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
"{'neg': 0.29374999999999996, 'neutral': 0.36250000000000004, 'pos': 0.70625}"
"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
"{'neg': 0.5, 'neutral': 0.95, 'pos': 0.5}"
"{'neg': 0.725, 'neutral': 0.3666666666666667, 'pos': 0.275}"
"{'neg': 0.475, 'neutral': 0.55, 'pos': 0.525}"
"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
"{'neg': 0.33333333333333337, 'neutral': 0.41333333333333333, 'pos': 0.6666666666666666}"
"{'neg': 0.44999999999999996, 'neutral': 0.45833333333333326, 'pos': 0.55}"
"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
"{'neg': 0.8200000000000001, 'neutral': 0.0, 'pos': 0.18}"
"{'neg': 0.4116666666666666, 'neutral': 0.4833333333333334, 'pos': 0.5883333333333334}"
"{'neg': 0.4541666666666667, 'neutral': 0.4277777777777777, 'pos': 0.5458333333333333}"
"{'neg': 0.25, 'neutral': 0.30000000000000004, 'pos': 0.75}"
"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
"{'neg': 0.34375, 'neutral': 0.125, 'pos': 0.65625}"
"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
"{'neg': 0.8, 'neutral': 0.0, 'pos': 0.2}"
"{'neg': 0.5791666666666666, 'neutral': 0.3388888888888889, 'pos': 0.42083333333333334}"
"{'neg': 0.675, 'neutral': 0.35, 'pos': 0.325}"
"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
"{'neg': 0.5449999999999999, 'neutral': 0.48, 'pos': 0.455}"
"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
"{'neg': 0.30000000000000004, 'neutral': 0.25, 'pos': 0.7}"
"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
"{'neg': 0.5116666666666667, 'neutral': 0.558888888888889, 'pos': 0.48833333333333334}"
"{'neg': 0.4225, 'neutral': 0.47, 'pos': 0.5775}"
"{'neg': 0.6291666666666667, 'neutral': 0.2666666666666666, 'pos': 0.37083333333333335}"
"{'neg': 0.30000000000000004, 'neutral': 0.5, 'pos': 0.7}"
"{'neg': 0.525, 'neutral': 0.4, 'pos': 0.475}"
"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
"{'neg': 0.4916666666666667, 'neutral': 0.35, 'pos': 0.5083333333333333}"
"{'neg': 0.6375, 'neutral': 0.44999999999999996, 'pos': 0.3625}"
"{'neg': 0.29000000000000004, 'neutral': 0.040000000000000036, 'pos': 0.71}"
"{'neg': 0.3769097222222222, 'neutral': 0.4, 'pos': 0.6230902777777778}"
"{'neg': 0.825, 'neutral': 0.09999999999999998, 'pos': 0.17500000000000004}"
"{'neg': 0.7, 'neutral': 0.09999999999999998, 'pos': 0.3}"
"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
"{'neg': 0.475, 'neutral': 0.4, 'pos': 0.525}"
"{'neg': 0.40625, 'neutral': 0.55, 'pos': 0.59375}"
"{'neg': 0.5, 'neutral': 0.9, 'pos': 0.5}"
"{'neg': 0.17500000000000004, 'neutral': 0.09999999999999998, 'pos': 0.825}"
"{'neg': 0.5, 'neutral': 0.6000000000000001, 'pos': 0.5}"
"{'neg': 0.15625, 'neutral': 0.15000000000000002, 'pos': 0.84375}"
"{'neg': 0.40625, 'neutral': 0.55, 'pos': 0.59375}"
"{'neg': 0.4125, 'neutral': 0.2749999999999999, 'pos': 0.5875}"
"{'neg': 0.6166666666666667, 'neutral': 0.5, 'pos': 0.38333333333333336}"
"{'neg': 0.85, 'neutral': 0.09999999999999998, 'pos': 0.15000000000000002}"
"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
"{'neg': 0.35, 'neutral': 0.55, 'pos': 0.65}"
"{'neg': 0.41666666666666663, 'neutral': 0.3999999999999999, 'pos': 0.5833333333333334}"
"{'neg': 0.5, 'neutral': 0.9, 'pos': 0.5}"
"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
"{'neg': 0.30000000000000004, 'neutral': 0.050000000000000044, 'pos': 0.7}"
"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
"{'neg': 0.525, 'neutral': 0.85, 'pos': 0.475}"
"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
"{'neg': 0.4475, 'neutral': 0.61, 'pos': 0.5525}"
"{'neg': 0.375, 'neutral': 0.7, 'pos': 0.625}"
"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
"{'neg': 0.5033333333333334, 'neutral': 0.5599999999999999, 'pos': 0.49666666666666665}"
"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
"{'neg': 0.5, 'neutral': 1.0, 'pos': 0.5}"
